place,frequency,lat,lon
小田原町,14,34.997146,135.757447
若葉,14,35.9491238,139.408806
諏訪町,14,34.8237233,137.3699221
天神橋,14,34.69138845,135.511761100009
向町,14,32.7860435,129.7963435
海部,14,33.593967,134.3521884
千種,14,35.170798,136.9309031
片貝,14,36.3939498,139.0955133
矢田,14,34.6059613,135.5329275
パンテオン,14,41.89861595,12.4768334144839
その原,14,35.1467638,136.9033589
都城,14,31.7365393,131.0744458
プロイセン,14,38.3067375,140.89073063524
種子島,14,30.591848,130.995894840444
猪苗代,14,37.5463239,140.1032381
門前,14,34.6984595,133.8075649
三石,14,34.8043755,134.2757446
豆州,14,50.3978815,3.7806897
灘,14,49.2578445,-0.4547545
篠原,14,35.0991244,136.0713313
トロイ,14,3.0437752,34.1358452
新宮,14,33.7139551,130.4320308
カイラス,14,34.7207848,135.2684124
ユール,14,-33.7863447,150.866205297456
鞆,14,37.870009,112.5452739
ベーリング,14,60.0000001,-175
膳所,14,34.9993301,135.8806158
陣馬,14,37.7807298,-122.4748862
石山,14,34.9799397,135.9000031
新堀,14,34.794008,137.815263
北清,14,26.2372428,100.2956836
三十間堀,14,34.71737045,135.291190641099
一本松,14,35.0055711,138.3761047
芸州,14,39.8643089,113.6706118
岩村田,14,36.2746144,138.4723522
上松,14,35.7840442,137.6932571
鳥居,14,34.9205477,137.5518303
水府,14,28.5357114,104.1979754
下の関,14,32.7892377,130.36725315
彭城,14,34.2050708,117.2782967
奎,14,48.25684,3.26409
崑崙,14,31.4409337,119.4839487
アムステルダム,14,52.3730796,4.8924534
薩藩,14,13.624099,43.990397
沼山,14,39.2750918,140.1904765
丹生,14,34.2545885,134.3016114
舎人,14,35.8056634,139.7701164
二宮,14,35.2987535,139.2575905
鶴山,14,22.663757,112.8065463
西原,14,33.9483192,134.644836
仲の町,14,35.7288796,140.8335069
稲垣,14,32.950885,131.869874
金州,14,39.2398309,121.899384
伏木,14,36.7919439,137.0582194
月氏,14,30.7041776,119.3261356
柚木,14,35.1575063,138.6392601
荻窪,14,35.7042661,139.6200273
八條,14,35.8504308,139.8361087
二見ヶ浦,14,33.63542785,130.196441397386
霧ヶ峰,14,35.2908602,133.8859403
寺町,13,35.6562912,139.3328879
清澄,13,36.037175,107.668179
新城,13,40.9668904,111.8369968
西大寺,13,34.69300545,135.779878640746
茅ヶ崎,13,35.3306242,139.4074613
せと,13,35.240984,137.116187
能代,13,40.2069648,140.033035
郡上,13,35.4515045,136.263744
知多,13,34.642159,92.8220032
司馬,13,22.851616,120.609716
喜望,13,36.8237537,119.4839016
亜剌比亜,13,14.887216,45.424355
那賀,13,36.574354,140.322254
膳夫,13,35.3043577,138.285267
檜物町,13,36.3228728,139.006606
オックスフォード,13,51.7520131,-1.2578499
函根,13,25.2450886,55.3391326
宗谷,13,35.61904955,139.773612226547
ハンガリー,13,47.1817585,19.5060937
伝法,13,34.6890763,135.4517764
勝浦,13,0.9713095,7.02255
荊,13,39.906217,116.3912757
酉陽,13,28.86630155,108.764800548357
新疆,13,42.4804953,85.4633464
多々羅,13,48.2111848,3.0723709
洋,13,33.338889,107.581111
のと,13,36.8908864,15.0706454
海山,13,22.5620298,114.2309901
立川,13,35.69797,139.4135537
岩崎,13,42.0582153,86.5723962
北足立,13,26.8331869,100.3371565
江尻,13,36.7617174,137.029946
硫黄,13,23.9159398,116.4601492
古河,13,36.1945874,139.7095071
木津川,13,34.648299,135.478789
保津,13,34.556795,135.7837307
わらび,13,35.8256398,139.6797632
三橋,13,35.4540323,136.676925
大頭,13,21.9157606,112.4616659
野沢,13,37.5910368,139.6442042
上野原,13,35.6188935,139.1160455
西安,13,34.2607713,108.9423443
蘇門,13,48.823768,2.3620465
ドレスデン,13,51.0493286,13.7381437
山陰道,13,35.5195012,133.9897632
石州,13,22.8726,108.84
帶廣,13,42.9181018,143.2020215
房総,13,35.1439313,136.8643178
長良,13,34.6903452,133.7918454
相沢,13,40.70479815,140.657068462399
栗原,13,35.7829833,139.787648170056
狗邪韓,13,32.9410753,106.2063566
末盧,13,25.0583328,121.5467568
開進,13,45.2448298,141.8792008
鳴海,13,35.0784671,136.9508269
霞ヶ浦,13,36.0516769,140.33072730727
阪神,13,40.6764148,113.8241687
儀,13,39.3467083,115.2509065
領家,13,35.41867,139.5222936
横尾,13,34.7272285,133.8284483
西条,13,34.4312032,132.7428911
黒瀬,13,35.0497631,137.7410993
長泉,13,36.8307778,117.2584695
呉服町,13,31.5904147,130.5569262
ランス,13,49.2577886,4.031926
中条,13,38.0500723,139.3980637
拉薩,13,29.6553895,91.1704736
古井,13,35.4577297,137.0480891
悪沢,13,35.513406,138.214541
塩子,13,28.696308,106.399614
勢多,13,43.3102763,143.246641
船津,13,34.1421787,136.2286006
阿寺,13,34.942253,137.770511
須賀,13,35.3396397,136.7264454
西比利亞,13,43.0988755,-0.0624326
幽ノ沢,13,36.963703,139.063614
穴師,13,34.5456787,135.8542514
淡海,12,25.1835068,121.4197492
モシ,12,-3.3486456,37.3435249
男山,12,47.2959168,130.2822193
塔の沢,12,35.2345141,139.0940591
ずし,12,35.3040672,139.5838447
吉祥寺,12,35.7031413,139.5803077
甲武,12,27.697772,116.450485
三池,12,34.0834703,139.5582295
藤岡,12,36.2560128,139.6458638
太田,12,36.294102,139.3787733
福地,12,34.8443213,137.0485633
瓜哇,12,14.58331705,-90.527160408087
営口,12,40.6747155,122.2357736
入谷,12,35.720709,139.7845821
本石,12,36.1462941,139.3802458
ペナン,12,5.4065013,100.2559077
アルメニア,12,40.7696272,44.6736646
市原,12,35.0882783,135.7631314
遼,12,45.7578137,4.8320114
押上,12,36.6138725,137.1901521
中房,12,27.4428621,109.9411931
黒沢,12,39.2763263,140.699651
宇陀,12,39.0557025,115.1389272
豐島,12,48.4012078,134.482011079717
月島,12,35.664645,139.7845639
清見,12,37.0917645,110.1141393
三崎町,12,35.70076755,139.754044414489
天鹽,12,25.6528526,106.85656698409
湯沢,12,36.8711089,139.446612
今市,12,34.7341973,136.5153283
杵築,12,33.4111118,131.5755063
丸亀,12,34.2920372,133.792953
荊楚,12,35.2473649,138.4908923
うじ,12,34.8933744,135.8059219
好心,12,36.090631,136.233437
広原,12,32.4329637,105.8563402
セイロン,12,7.5554942,80.7137847
黒坂,12,35.207049,133.3836198
ナント,12,47.2186371,-1.5541362
波蘭,12,52.215933,19.134422
入間,12,34.6309113,138.8098784
浅草橋,12,35.6973915,139.7863101
屋久,12,24.90217,121.3505026
和田,12,37.1144827,79.9200157
多賀,12,34.4630241,134.8458874
中海,12,35.4746272,133.194392875649
ジャワ,12,-7.3279694,109.613910988013
越路,12,28.238606,112.9259348
安河,12,31.5591695,117.0717478
三木,12,34.7997742,134.9817843
金春,12,35.390446,139.991408
洞庭,12,26.6736,108.896
堺町,12,34.995462,135.762781
山井,12,40.7162445,140.537054538086
スルガ,12,35.1484735,138.558560601271
カナダ,12,61.0666922,-107.991707
バーミンガム,12,52.4796992,-1.9026911
和賀,12,34.7780518,136.9121052
大滝,12,38.971129,140.319693
茅場町,12,35.6792567,139.779738
湊川,12,34.6792856,135.166104
砂川,12,43.4928947,141.9093041
いせ,12,34.611618,136.530062053805
図幅,12,23.231414,120.5313676
滑,12,35.5765029,114.5184726
芹,12,36.6972131,112.6520519
浦安,12,25.7602213,104.9855973
敦煌,12,40.1411004,94.6607593
長井,12,38.1065942,140.0336548
二荒,12,35.7467588,139.8572339
チロル,12,35.7322881,139.8341472
カスピ,12,41.7789772,50.5607579057943
有楽町,12,35.6748872,139.7631061
越州,12,25.3024,103.869
金屋,12,45.44088,12.3338522641361
マッターホルン,12,45.9764421,7.6585734
オズ,12,51.9191343,30.8243039
奧入瀬,12,40.6369169,141.2019437
山根,12,26.986527,118.159976
ガンジス,12,25.7240512,84.1137187
カシミール,12,34.6894864,135.5100084
デリー,12,28.6517178,77.2219388
黄浦,12,22.716714,113.336599
メルボルン,12,-37.8142176,144.9631608
玉島,12,33.522412,133.557833662946
穴太,12,35.0556191,135.8647529
赤泊,12,37.8806459,138.3918571
藤島,12,38.7689066,139.8945165
稗貫,12,27.8165067,113.2359409
ルソン,12,37.9457923,71.5591114
都筑,12,34.7957713,137.5745043
下高井,12,35.931324,140.03522
角間,12,36.9897127,138.7393809
リド,12,10.45631305,7.52496870484693
ダムダム,12,-6.9091579,39.2878517
新川,11,43.0983928,141.3236645
ふらんす,11,46.603354,1.8883335
岐蘇,11,37.051612,140.215495
ヘンリー,11,45.458237,6.9149285
知念,11,26.145407,127.809305
高雄,11,22.6395321,120.3025585
荷蘭,11,52.2434979,5.6343227
国分寺,11,35.7000276,139.4804328
塩町,11,31.253476,105.4705025
紀伊国,11,33.76549075,135.750234926488
田子の浦,11,33.1448404,129.785503
深沢,11,38.20102945,115.219355888366
北浦,11,38.559972,141.0226175
胆沢,11,54.3706858,18.6129821033008
飯田橋,11,35.7007418,139.7440022
山原,11,35.05103,138.458457
豊川,11,34.905082,137.517788
澁川,11,36.4906867,139.0085523
仲之町,11,35.035487,135.748879
横手,11,39.310336,140.5604929
鴛泊,11,45.2285927,141.2293903
シャンハイ,11,21.986111,120.713333
エトナ,11,58.7523778,25.3319078
甘肅,11,38.0000001,101.9999999
東郡,11,24.247879,112.027798
冀州,11,37.5265857,115.514629476736
成都,11,30.6598628,104.0633717
沛,11,46.3355508,-63.1466676
武庫,11,35.2671315,133.4768075
占城,11,35.3754086,113.683978
野崎,11,36.8437535,139.9579832
青根,11,35.5358643,139.1275733
羽田,11,39.9004064,117.7323127
釜石,11,39.2734923,141.8724537
氏家,11,36.681443,139.962198
小町,11,30.5329956,111.4288779
弥生,11,40.65970925,140.373073264341
櫻田,11,34.7591875,138.7932146
旭岳,11,43.6636015,142.8541374
華山,11,25.0442253,121.5250255
虎の門,11,35.6701871,139.750056
海牙,11,52.0799838,4.3113461
川尻,11,32.7437652,130.6799144
布施,11,34.6641148,135.5635982
香川,11,35.3565035,139.3997553
バベル,11,25.55083605,80.7777566145783
墨堤,11,34.7644488,134.8012503
琴平,11,34.1920034,133.8214374
下妻,11,36.1820063,139.9644363
鬼ヶ島,11,34.7881525,135.2340941
十王,11,36.6713814,140.6859881
藍染,11,49.564665,3.620686
秦淮,11,39.71883075,113.140646177481
象潟,11,28.315014,109.7340671
龍王,11,35.6688016,138.5195034
土肥,11,34.902409,138.814992
東谷,11,35.8865,128.6355
武隈,11,37.928881,102.6359886
湊,11,34.5705767,135.4600002
打上,11,34.754444,138.0854165
擇捉,11,28.0967613,86.659654
箕山,11,35.5867957,110.9608466
畔,11,35.4338536,69.7930899
今出川,11,35.029394,135.7593689
津久井,11,35.703592,139.7823456
矢口,11,35.5172853,134.0698955
辻元,11,31.2591976,130.4449798
玉村,11,22.8226,108.797
横山町,11,39.3035827,140.5657366
コルシカ,11,35.6463399,139.7043726
大洲,11,31.345115,107.650683
テキサス,11,35.7315488,139.5405614
カリフォルニア,11,36.7014631,-118.755997
墨西哥,11,23.6585116,-102.0077097
ガヤ,11,24.7964355,85.0079563
レマン,11,49.9761389,5.4938631
鯖江,11,35.9435986,136.1889388
小牧,11,35.2889284,136.9279765
小城,11,33.2856312,130.1986527
休屋,11,35.2289285,113.4415477
日高川,11,35.0082278,136.9913846
上宝,11,28.7427373,115.6990117
多治見,11,35.3351999,137.1208133
狭山,11,34.5163629,135.5485225
武石,11,34.2484488,132.5652498
ベルファスト,11,54.596391,-5.9301829
みなかみ,11,36.6785606,138.9991545
遠野,11,39.3324341,141.5311486
余部,11,35.6487624,134.5570701
益子,11,36.4631984,140.0886743
与謝,11,35.4663655,135.0799513
舎衛,11,32.138518,120.4487875
チリン,11,11.6102055,8.51278743017899
赤羽根,11,35.3496502,139.4303603
斗満,11,7.4359845,-7.5494633
楢山,11,41.9521771,140.7297966
雄山,11,34.088433,139.5280135
尾上,10,34.667341,133.8681532
室津,10,39.6060456,141.1432126
黒崎,10,33.8665599,130.7652461
烏山,10,31.1161559,109.8975228
安西,10,25.0582843,118.1817065
手向,10,25.04238595,121.528111203535
島尻,10,35.6734106,139.8874485
伊平屋,10,35.6501239,139.4488841
真壁,10,26.10588,127.6929009
谷町,10,34.3107203,133.863646101998
ベンガル,10,35.7021597,139.7695744
ボヘミア,10,40.7694091,-73.1148664
平潟,10,37.736699,139.034682
黒神,10,31.878919,130.001100740102
加治木,10,31.739267,130.6706122
井の頭,10,35.6936527,139.583691
十軒店,10,36.3028094,136.3102176
大倭,10,7.0648306,125.6080623
御蔵,10,35.9041684,139.6694845
半田,10,34.8940196,136.9304529
三笠,10,35.2851844,139.674341266669
瀬田,10,34.9870804,135.9254689
天生,10,28.3946,106.432
新,10,42.4804953,85.4633464
八ツ橋,10,40.8012131,140.767594
柏の葉,10,35.8934481,139.9525326
クラ,10,-37.05995995,174.944542041295
國分寺,10,35.7000276,139.4804328
北魏,10,31.4703736,117.2395463
町田,10,35.5420722,139.4454358
下諏訪,10,36.0720188,138.0848582
館林,10,36.2465491,139.5277929
ポンペイ,10,40.7491267,14.5006415
趙,10,37.7491376,114.7699619
鉄嶺,10,42.2895233,123.8394899
土山,10,34.7205545,134.8888472
海城,10,40.8515302,122.7475513
ウイスコンシン,10,44.4308975,-89.6884637
小杉,10,36.7207246,137.0927359
竹原,10,34.339309,132.9100006
紀の国,10,39.4172973,140.5701811
角筈,10,26.238165,127.755898
たな,10,-18.9100122,47.5255809
浜屋敷,10,34.81681545,135.571080909703
菜畑,10,34.6856167,135.7067695
赤岳,10,35.9708172,138.370098
田原町,10,35.709842,139.7907747
マリ,10,16.3700359,-2.2900239
空知,10,39.9828837,116.3636506
スラヴ,10,38.2602171,140.8680831
箱崎,10,33.6180172,130.4268669
吉田,10,37.68706,138.8786948
小仏,10,35.5500935,136.9602437
今治,10,34.0641845,132.9936721
江差,10,28.96232645,118.235919385544
東晋,10,46.7402,127.21
爪哇,10,31.7245793,115.0455237
突厥,10,34.6832764,135.5143335
流沙,10,24.5510228,110.4550307
小菅,10,35.7586732,139.8126428
我孫子,10,35.872742,140.0107711
大江,10,35.3887751,135.147541
オーストラリア,10,-24.7761086,134.755
ケンブリッジ,10,52.2055314,0.1186637
宗像,10,35.4136651,133.3575927
アフガニスタン,10,33.7680065,66.2385139
浦河,10,35.8589883,139.6571882
三浦,10,35.141664,134.0780212
荒沢,10,38.503553,139.780133
農鳥,10,35.930533,136.829792
梁川,10,35.606018,139.0376821
鶯谷,10,35.7216638,139.7779486
会稽,10,34.889277,113.614013
ピーピー,10,7.67174,22.7030797
日出,10,33.3691967,131.5424626
比企,10,33.9545565,132.1934966
立田,10,34.6861449,133.8352624
フランドル,10,34.7108574,135.4924868
西湖,10,30.2459837,120.143131672897
山方,10,35.1119837,133.9979111
見付,10,34.736198,137.858962
二本松,10,37.5894592,140.4355421
鸞,10,31.7383487,116.5142252
園部,10,35.1024868,135.483138
汐留,10,35.6646201,139.7604893
パレスチナ,10,31.46242095,34.2627165721307
堂島,10,37.5545985,139.9119261
曳舟,10,35.7183056,139.8167501
吉城,10,37.0670262,112.9686372
唐山,10,39.6295951,118.1738712
飫肥,10,31.6273825,131.3619584
弓削,10,34.9255925,133.9577761
東金,10,35.5602766,140.3636144
三川,10,33.9324696,111.3839687
大木戸,10,34.4875735,134.1718339
柏原,10,35.3447896,136.4028328
玖珂,10,34.0971923,132.0823683
作州,10,22.688611,107.496944
寺本,10,35.0000346,136.8750988
京洛,10,39.6192709,-104.9005721
粟田口,10,35.0088232,135.7828165
江島,10,34.8679855,137.4417251
伊奈,10,34.8024557,137.3550449
宮下,10,35.297844,139.9275782
リヨン,10,45.7578137,4.8320114
ロス,10,46.9885631,27.956855
丁抹,10,33.0776081,74.2757428
ダラ,10,32.6224342,36.1109696
遠田,10,33.4515527,130.5393084
古川,10,38.5705529,140.9679338
野島,10,31.86611165,129.960241440109
嵯峨野,10,35.6949911,139.7657971
シアトル,10,47.6038321,-122.330062
巴,10,44.3053476,17.5961467
埴,10,47.1810051,7.41540498300997
ヴェルサイユ,10,48.8035403,2.1266886
武生,10,35.9031163,136.1710672
大岳,10,32.8295429,129.8052851
木沢,10,35.3474863,137.9513311
野辺山,10,35.9553038,138.4746495
黒平,10,39.9202111,140.1098983
十文字,10,39.2207256,140.5261311
北佐久,10,44.7440678,142.0486078
宗清,10,35.4298986,136.6730634
渋民,10,39.8350179,141.1545995
好摩,10,39.8739996,141.1735507
布引,10,34.1770997,135.1834936
名草,10,34.353824,131.651555
立野,10,32.8774907,130.9657794
馬場先,10,35.5319099,135.1951017
太秦,10,35.0169974,135.7010879
鴨緑,10,48.5478238,122.1374075
チャンタン,10,-0.9158281,-78.6452758
由利,10,37.629185,138.949726
金山,10,35.1433669,136.9006187
広河原,10,35.2495584,135.7662987
生月,10,35.4225239,138.1396386
湯川,10,33.6094766,135.9248818
アラスカ,10,35.1193778,136.8166137
新郷,10,35.308611,114.051111
ウエリントン,10,-41.2887953,174.7772114
登米,10,45.5028155,9.15431945077356
バワリア,10,48.9467562,11.4038717
片原町,10,34.3456783,134.052941
根古屋,10,34.966419,138.465643
上郡,10,34.8660983,134.3533789
毛無,10,-6.5962986,106.7972421
久万,10,33.657872,132.894815
酒匂,10,35.278097,139.189892
永田町,10,35.67505,139.741228
橘町,10,35.0167602,135.763362
戸頭,10,35.9293333,140.014095
新利根,10,35.912478,139.969282
莫斯科,10,55.7504461,37.6174943
ラウ,10,46.2398971,28.0178113
長堀,10,36.3570723,140.4530919
袴腰,10,31.592245,130.6020629
峨眉,10,22.1922032,112.820878
餌差,10,35.9497251,105.538014
石鐵,10,28.882941,109.509522
由布,9,36.3507978,140.3062895
小野川,9,33.568862,133.391959
寺島,9,33.2537494,129.069987601582
奄美,9,3.1428074,101.709443664125
石垣,9,31.2591976,130.4449798
伊皿子,9,35.6409376,139.7378552
テームス,9,5.6039564,100.4675861
犬吠,9,35.706245,140.861175
長洲,9,24.5164639,117.6424895
原釜,9,37.8310998,140.9561454
女貌,9,38.3069696,140.853499385611
木部,9,36.0725438,139.232409
掃部,9,5.1335261,10.4889585
兜町,9,34.396912,132.437325
基隆,9,25.1317232,121.744652
台南,9,22.9912348,120.184982
フエ,9,16.4639321,107.5863388
神島,9,34.54634815,136.981938932535
長浜,9,35.3784499,136.2651891
吉良,9,34.463934,136.596506
稲荷,9,34.9668055,135.77067
月瀬,9,34.4376138,131.886302
林町,9,34.3005438,134.069878
バーゼル,9,34.7782217,135.6610689
江西,9,28,116
琅邪,9,42.95506735,-83.25468605
青州,9,36.6841879,118.4738162
河西,9,24.1450276,102.6480449
八橋,9,35.5031458,133.6734517
貴船,9,35.139631,135.636724
宮古,9,39.6398721,141.9475248
大峰,9,23.4353411,108.6010614
忠別,9,34.0585093,132.9972129
大藪,9,34.533817,133.963046
山手,9,35.4272033,139.6462837
藻岩,9,29.3418857,117.7987547
一番町,9,35.68735,139.741509
清水谷,9,23.73144,121.30141
小禄,9,26.1965305,127.6670333
ホロ,9,6.0536561,121.0002644
霞町,9,35.103712,136.9399
底倉,9,35.244144,139.056258
田邊,9,34.628789,135.5250123
安中,9,36.3316945,138.9145889
田上,9,31.5774925,130.5273184
寺泊,9,37.6202989,138.8139358
胆振,9,37.354421,-81.8002651
神泉,9,35.6572159,139.6934884
荊州,9,30.3375134,112.2337792
原,9,35.124907,138.7937498
ウェストミンスター,9,39.8366528,-105.0372046
野間,9,34.772334,136.8607141
礫川,9,35.69797,139.4135537
足羽,9,36.020829,136.253535
ミシガン,9,43.6211955,-84.6824346
みかげ,9,42.942228,142.93608
御坂,9,39.2294151,140.1399927
外神田,9,35.2587798,138.6151377
笠原,9,37.0554937,140.1556233
正法寺,9,35.5403355,134.8115926
東牟婁,9,33.6314485,135.7953071
鳥屋,9,37.928699,139.203249
有田,9,33.1835918,129.8819711
忠清,9,30.05518,107.8748712
宇佐,9,33.5321878,131.4120019
五十鈴,9,22.5721419,114.2136916
春木,9,34.477496,135.392029
日蔭町,9,35.5418488,135.4725707
南アフリカ,9,-28.8166236,24.991639
沼尻,9,40.7297061,141.2241841
肴町,9,34.70655,137.729522
天橋,9,36.6777745,116.9813635
足助,9,29.5221168,95.4256126
庵原,9,25.1392165,115.3883773
南,9,29.3644727,112.3905651
神縄,9,35.402622,139.045952
サハラ,9,22.25,9.8
梅田,9,34.7041466,135.4973385
姨捨,9,36.502817,138.093209
大浦,9,33.9993042,132.7754507
清水町,9,35.10764,138.898974
首陽,9,37.80513,113.120723
アマゾン,9,-4.479925,-63.5185396
西洞院,9,23.2653273,120.4440467
光,9,33.9738936,131.9147098
関戸,9,35.653095,139.454916
相知,9,33.3469265,130.0199157
菊川,9,34.7616475,138.085227
阿武,9,34.288476,104.1432088
下渋谷,9,34.822655,135.4384042
大沢,9,37.837243,140.2004877
堀田原,9,35.1202163,136.9198541
岩木,9,36.5807398,137.1845187
練馬,9,35.737877,139.6540818
矢場,9,36.2175403,139.05342
御船,9,32.7091607,130.7945088
杏花,9,32.9139151,119.8476035
足守,9,34.7293208,133.8033439
花山,9,34.6815627,135.8656783
高峯,9,36.0648956,133.0877545
福原,9,47.94063,134.2574179
雅典,9,37.9839412,23.7283052
山寺,9,38.3095946,140.434729
一橋,9,34.6067325,135.6369457
龍田,9,22.7282382,114.354787
名越,9,34.9873958,137.6268549
ニュージーランド,9,-41.5000831,172.8344077
湯ヶ島,9,34.887012,138.924261
狩太,9,36.1757081,137.9865122
鎌田,9,35.9813997,139.6530635
寒川,9,30.6562575,113.8329583
トロヤ,9,-15.9451113,-70.7760704
不二,9,27.619203,102.8628882
インスブルック,9,47.2654296,11.3927685
御館,9,36.0074524,139.6084237
臼井,9,37.774121,139.055004
南郷,9,31.5360072,131.3726464
明州,9,37.5074547,110.2584153
加太,9,34.2751642,135.0805642
島崎,9,37.586129,138.765871
中禪寺,9,36.7312192,139.491697156085
赤岩,9,28.8204457,104.5777648
奥穂高,9,33.0376202,131.6044192
石動,9,36.672534,136.8655312
トウ,9,16.5986677,80.8905362
須彌,9,39.7127512,141.181724191744
笠取,9,35.5619,108.531
尾瀬ヶ原,9,36.9398423,139.241596629497
露月,9,32.4747584,130.4275077
魚津,9,36.8264529,137.4057296
月夜野,9,36.6906107,138.9841335
北秋田,9,43.737887,143.619622
糠部,9,27.4673163,89.1040434
阿古,9,34.0660987,139.484868
白子,9,34.8340555,136.5896545
阿多,9,32.8541964,94.990254
福良,9,29.3544265,117.2099191
小谷,9,36.21687,136.853372
邑楽,9,28.6987058,105.1335751
パリス,9,35.7317202,139.6391892
山野,9,33.6101,130.706749
信府,9,38.430304,112.588658
揖保,9,4.5986817,101.0900236
クム,9,9.554058,23.627667
ギゼー,9,29.05403575,29.4190807303687
加須,9,36.122974,139.595706
海豹,9,32.1245779,117.3053956
敷香,9,49.2216366,143.1015759
桜町,9,35.522167,137.8295109
ラッサ,9,45.7684731,8.0130682
小平,9,35.7370404,139.4882532
由布院,8,33.2624838,131.3549106
速見,8,33.520668,132.672287
龍頭,8,37.5740737,127.0380657
おぎ,8,33.2738076,130.2171043
倶知安,8,42.9020963,140.7451832
白須賀,8,34.695792,137.50543
粟田,8,36.20073,140.235529
踏入,8,34.1987687,77.4247932
勢州,8,22.8726,108.84
台町,8,35.71869,140.826896
はつか,8,34.9202736,135.2766478
百間,8,36.0197867,139.722477
あきた,8,39.6898802,140.342608
ロッキー,8,35.7057425,139.781278
なは,8,26.2122345,127.6791452
三戸,8,40.3954566,141.2731571
西成,8,22.2722291,112.8560042
サバ,8,5.4257359,117.0326392
水なし,8,33.5336771,132.9215133
新発田,8,37.9439691,139.3349158
流沙河,8,27.9946637,112.1009064
相良,8,34.684121,138.204052
チャタム,8,-43.917534,-176.1873409
大里,8,25.6074778,100.2651597
安曇,8,36.221169,137.686649
児玉町,8,34.4790515,136.6862404
ルツェルン,8,47.0505452,8.3054682
ジョルジュ,8,34.46087185,133.3085723
函谷,8,29.5223,106.367
西伯,8,22.6196887,97.2992821
斗米,8,24.3926,105.291
臨安,8,30.2371364,119.7192631
堀切,8,35.7432581,139.8176989
石津,8,34.5553468,135.4549346
長島,8,34.2631125,132.871712944305
茅野,8,35.9942674,138.1521884
須坂,8,36.6567509,138.3044761
久堅町,8,35.1759862,133.7319413
第六天,8,35.5558457,139.732507
小県,8,34.1903523,116.9417055
マルセル,8,34.3907182,132.4530645
神居古潭,8,43.7320526,142.2013157
信田,8,25.9173875,112.1916318
わた,8,33.8798562,35.4934932186915
浪逆,8,34.4316622,-118.3775808
大城,8,38.6994744,116.6371407
粉河,8,34.2707749,135.4043711
男鹿,8,39.8847498,139.848687
村田,8,37.567308,138.734586
土御門,8,28.6331911,93.0731067
大藤,8,34.350992,131.7156672
野木,8,36.2303052,139.735052
古屋敷,8,35.885525,137.91946
フィラデルフィア,8,39.9527237,-75.1635262
サマルカンド,8,39.6634028,66.9441609842757
大山,8,36.6104149,137.2978712
児島,8,34.4627408,133.8076652
五色,8,34.230427,135.8468267
檜原,8,38.293606,139.535587
苫小牧,8,42.6398186,141.596771
登別,8,42.4520087,141.1808029
富沢,8,38.2144503,140.870681
石和,8,32.017801,113.993328
カルタゴ,8,9.81589045,-83.6943028875124
マダガスカル,8,-18.9249604,46.4416422
鳳凰,8,27.9513305,109.5941968
嘉陵,8,30.7610467,106.0678068
里,8,47.1416307,9.5531527
多良,8,33.0249287,130.17609
花園町,8,34.6442805,135.4965761
原町,8,34.6895717,135.1871543
笠松,8,35.3743074,136.7644054
安宅,8,23.577806,119.603302
三方,8,35.5557398,135.9093925
龍動,8,41.2338195,129.455303
入野,8,34.4607402,132.8517071
毛受,8,35.2969982,136.7774713
根来,8,34.2813939,135.3066111
易水,8,26.5150216,112.3926043
田沢,8,36.300698,137.9411696
淡路町,8,35.6950614,139.767473
仁木,8,43.1532815,140.7697923
六甲,8,34.719614,135.2341591
ハヤ,8,33.746941,135.35555
古川町,8,35.1024732,136.9511536
ツロ,8,32.7646178,133.0114788
ペルー,8,-6.8699697,-75.0458515
ドーバー,8,51.1251275,1.3134228
マンチェスター,8,53.4794892,-2.2451148
坂本,8,35.070502,135.8713317
大野原,8,36.0186342,139.0940063
三谷,8,34.3419772,131.6248181
やまなし,8,35.6399328,138.6380495
景山,8,31.0161047,113.1280679
魚見,8,35.8539266,136.2861192
臨川,8,35.776256,113.2717348
本荘,8,36.2047875,136.2030515
飯塚,8,33.6286803,130.6895265
牛津,8,51.7520131,-1.2578499
洛東,8,24.6779776,121.7745987
山崎,8,42.3142961,140.2746056
冠山,8,35.7797915,136.409395
峰,8,34.014722,106.77
油小路,8,23.4855806,120.4353615
生口,8,34.7066583,108.6976386
西町,8,34.3464285,134.0241315
高津,8,35.603179,139.6169636
井川,8,35.348094,107.431358
常呂,8,36.2455,115.521
カント,8,35.9574767,139.8670582
サモ,8,-13.7693895,-172.12005
金甲,8,31.103882,106.444836
ヤマト,8,32.699616,131.049859
小本,8,35.1492884,136.8613687
辛崎,8,31.2723817,116.7672664
アイスランド,8,64.9841821,-18.1059013
茅町,8,34.7615678,136.1357438
名護屋,8,36.6627007,114.188543902502
北沢,8,35.696998,138.129895
カノ,8,11.8948389,8.5364136
ユラ,8,46.7833625,5.7832857263549
三條,8,35.0090175,135.7723336
福野,8,35.646046,136.951462
幸手,8,36.0748991,139.7150064
遠賀,8,27.8164501,115.0779395
花苑,8,28.5755672,109.4769796
小峰,8,32.671759,131.071468
木場,8,35.669416,139.8065455
東沢,8,36.184681,138.253028
弥生町,8,35.6908488,139.6755198
大喰,8,24.1553566,110.0159397
雲影,8,35.1062618,136.9346465
左門町,8,35.6859124,139.7206986
オムスク,8,54.991375,73.371529
カチン,8,26.0207656,97.4919258
狼森,8,40.5592489,140.471524159162
盗森,8,48.8677091,2.3457466
馬入,8,35.335615,139.370198
