作品ID,作品名,first_published,main_published,main_based_on,文字遣い種別,図書カードURL,人物ID,姓,名,姓読み,名読み,姓ローマ字,名ローマ字,役割フラグ,生年月日,没年月日,テキストファイルURL,XHTML/HTMLファイルURL,Filename
49542,父の墓,1902,2007,1902,新字新仮名,https://www.aozora.gr.jp/cards/000082/card49542.html,82,岡本,綺堂,おかもと,きどう,Okamoto,Kido,著者,1872-11-15,1939-03-01,https://www.aozora.gr.jp/cards/000082/files/49542_ruby_33582.zip,https://www.aozora.gr.jp/cards/000082/files/49542_33617.html,chichino_haka
50207,父の墓,1909,1993,1909,新字旧仮名,https://www.aozora.gr.jp/cards/000214/card50207.html,214,田山,花袋,たやま,かたい,Tayama,Katai,著者,1872-01-22,1930-05-13,https://www.aozora.gr.jp/cards/000214/files/50207_ruby_37562.zip,https://www.aozora.gr.jp/cards/000214/files/50207_38445.html,chichino_haka
45417,父の百ヶ日前後,1924,2002,1924,新字旧仮名,https://www.aozora.gr.jp/cards/000183/card45417.html,183,牧野,信一,まきの,しんいち,Makino,Shin'ichi,著者,1896-11-12,1936-03-24,https://www.aozora.gr.jp/cards/000183/files/45417_ruby_38144.zip,https://www.aozora.gr.jp/cards/000183/files/45417_39054.html,chichino_hyakkanichi
48023,父の怪談,1924,2004,1969,新字新仮名,https://www.aozora.gr.jp/cards/000082/card48023.html,82,岡本,綺堂,おかもと,きどう,Okamoto,Kido,著者,1872-11-15,1939-03-01,https://www.aozora.gr.jp/cards/000082/files/48023_ruby_29786.zip,https://www.aozora.gr.jp/cards/000082/files/48023_31198.html,chichino_kaidan
50322,父の帰宅,1910,1994,,新字旧仮名,https://www.aozora.gr.jp/cards/001425/card50322.html,1425,小寺,菊子,こでら,きくこ,Kodera,Kikuko,著者,1883-08-07,1956-11-26,https://www.aozora.gr.jp/cards/001425/files/50322_ruby_42586.zip,https://www.aozora.gr.jp/cards/001425/files/50322_42615.html,chichino_kitaku
49280,父の死,1916,1993,,新字旧仮名,https://www.aozora.gr.jp/cards/001151/card49280.html,1151,久米,正雄,くめ,まさお,Kume,Masao,著者,1891-11-23,1952-03-01,https://www.aozora.gr.jp/cards/001151/files/49280_ruby_34513.zip,https://www.aozora.gr.jp/cards/001151/files/49280_34317.html,chichino_shi
45220,父を売る子,1924,2002,1924,新字旧仮名,https://www.aozora.gr.jp/cards/000183/card45220.html,183,牧野,信一,まきの,しんいち,Makino,Shin'ichi,著者,1896-11-12,1936-03-24,https://www.aozora.gr.jp/cards/000183/files/45220_ruby_38145.zip,https://www.aozora.gr.jp/cards/000183/files/45220_39055.html,chichio_uru_ko
48923,父親,1925,1995,1926,新字旧仮名,https://www.aozora.gr.jp/cards/000214/card48923.html,214,田山,花袋,たやま,かたい,Tayama,Katai,著者,1872-01-22,1930-05-13,https://www.aozora.gr.jp/cards/000214/files/48923_ruby_65943.zip,https://www.aozora.gr.jp/cards/000214/files/48923_66095.html,chichioya
48923,父親,1925,1995,1926,新字旧仮名,https://www.aozora.gr.jp/cards/000214/card48923.html,1416,田山,録弥,たやま,ろくや,Tayama,Rokuya,著者,1872-01-22,1930-05-13,https://www.aozora.gr.jp/cards/000214/files/48923_ruby_65943.zip,https://www.aozora.gr.jp/cards/000214/files/48923_66095.html,chichioya
43588,稚子法師,1924,1975,,新字新仮名,https://www.aozora.gr.jp/cards/000255/card43588.html,255,国枝,史郎,くにえだ,しろう,Kunieda,Shiro,著者,1887-10-10,1943-04-08,https://www.aozora.gr.jp/cards/000255/files/43588_ruby_17100.zip,https://www.aozora.gr.jp/cards/000255/files/43588_17207.html,chigo_hoshi
53154,稚子ヶ淵,1906,2008,1907,新字新仮名,https://www.aozora.gr.jp/cards/001475/card53154.html,1475,小川,未明,おがわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,https://www.aozora.gr.jp/cards/001475/files/53154_ruby_59512.zip,https://www.aozora.gr.jp/cards/001475/files/53154_59549.html,chigogafuchi
206,小さき者へ,1918,"1955, 1980",,新字新仮名,https://www.aozora.gr.jp/cards/000025/card206.html,25,有島,武郎,ありしま,たけお,Arishima,Takeo,著者,1878-03-04,1923-06-09,https://www.aozora.gr.jp/cards/000025/files/206_ruby_20462.zip,https://www.aozora.gr.jp/cards/000025/files/206_20463.html,chiisaki_monoe
51026,小さな赤い花,1921,1976,,新字新仮名,https://www.aozora.gr.jp/cards/001475/card51026.html,1475,小川,未明,おがわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,https://www.aozora.gr.jp/cards/001475/files/51026_ruby_47924.zip,https://www.aozora.gr.jp/cards/001475/files/51026_47958.html,chiisana_akaihana
42164,小さな出来事,1920,1997,,新字新仮名,https://www.aozora.gr.jp/cards/000042/card42164.html,42,寺田,寅彦,てらだ,とらひこ,Terada,Torahiko,著者,1878-11-28,1935-12-31,https://www.aozora.gr.jp/cards/000042/files/42164_ruby_17685.zip,https://www.aozora.gr.jp/cards/000042/files/42164_17885.html,chiisana_dekigoto
53676,『小さな草と太陽』序,1922,1976,,新字新仮名,https://www.aozora.gr.jp/cards/001475/card53676.html,1475,小川,未明,おがわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,https://www.aozora.gr.jp/cards/001475/files/53676_ruby_46200.zip,https://www.aozora.gr.jp/cards/001475/files/53676_46244.html,chiisana_kusato_taiyo_jo
42298,小さな旅,1918,1964,1934,新字新仮名,https://www.aozora.gr.jp/cards/000677/card42298.html,677,富田,木歩,とみた,もっぽ,Tomita,Moppo,著者,1897-04-14,1923-09-01,https://www.aozora.gr.jp/cards/000677/files/42298_txt_23363.zip,https://www.aozora.gr.jp/cards/000677/files/42298_23806.html,chiisana_tabi
49620,小さな鶯,1924,1958,,旧字旧仮名,https://www.aozora.gr.jp/cards/000162/card49620.html,162,若山,牧水,わかやま,ぼくすい,Wakayama,Bokusui,著者,1885-08-24,1928-09-17,https://www.aozora.gr.jp/cards/000162/files/49620_ruby_34656.zip,https://www.aozora.gr.jp/cards/000162/files/49620_35019.html,chiisana_uguisu
58093,痴人の愛,"1924, 1924, 1925",1947,,新字新仮名,https://www.aozora.gr.jp/cards/001383/card58093.html,1383,谷崎,潤一郎,たにざき,じゅんいちろう,Tanizaki,Jun'ichiro,著者,1886-07-24,1965-07-30,https://www.aozora.gr.jp/cards/001383/files/58093_ruby_62048.zip,https://www.aozora.gr.jp/cards/001383/files/58093_62049.html,chijinno_ai
1457,痴人の復讐,1925,1984,,新字新仮名,https://www.aozora.gr.jp/cards/000262/card1457.html,262,小酒井,不木,こざかい,ふぼく,Kosakai,Fuboku,著者,1890-10-08,1929-04-01,https://www.aozora.gr.jp/cards/000262/files/1457_ruby_19473.zip,https://www.aozora.gr.jp/cards/000262/files/1457_20557.html,chijinno_fukushu
46166,地上,,2002,1919,新字新仮名,https://www.aozora.gr.jp/cards/000595/card46166.html,595,島田,清次郎,しまだ,せいじろう,Shimada,Seijiro,著者,1899-02-26,1930-04-29,https://www.aozora.gr.jp/cards/000595/files/46166_ruby_21877.zip,https://www.aozora.gr.jp/cards/000595/files/46166_22431.html,chijo
49771,知己の第一人,1913,1978,,旧字旧仮名,https://www.aozora.gr.jp/cards/000118/card49771.html,118,長塚,節,ながつか,たかし,Nagatsuka,Takashi,著者,1879-04-03,1915-02-08,https://www.aozora.gr.jp/cards/000118/files/49771_ruby_58695.zip,https://www.aozora.gr.jp/cards/000118/files/49771_58733.html,chikino_daiichinin
2446,蓄音機,1922,"1947, 1964",,新字新仮名,https://www.aozora.gr.jp/cards/000042/card2446.html,42,寺田,寅彦,てらだ,とらひこ,Terada,Torahiko,著者,1878-11-28,1935-12-31,https://www.aozora.gr.jp/cards/000042/files/2446_ruby_10225.zip,https://www.aozora.gr.jp/cards/000042/files/2446_10267.html,chikuonki
49719,地球儀,1923,1968,,新字新仮名,https://www.aozora.gr.jp/cards/000183/card49719.html,183,牧野,信一,まきの,しんいち,Makino,Shin'ichi,著者,1896-11-12,1936-03-24,https://www.aozora.gr.jp/cards/000183/files/49719_ruby_36028.zip,https://www.aozora.gr.jp/cards/000183/files/49719_36753.html,chikyugi
52919,地球儀,1923,2002,1924,新字旧仮名,https://www.aozora.gr.jp/cards/000183/card52919.html,183,牧野,信一,まきの,しんいち,Makino,Shin'ichi,著者,1896-11-12,1936-03-24,https://www.aozora.gr.jp/cards/000183/files/52919_txt_42404.zip,https://www.aozora.gr.jp/cards/000183/files/52919_42660.html,chikyugi
58544,地名の研究,"1912, 1932, 1934, 1926, 1927, 1910, 1912, 1918, 1919, 1911, 1913, 1917",1990,1947,新字新仮名,https://www.aozora.gr.jp/cards/001566/card58544.html,1566,柳田,国男,やなぎた,くにお,Yanagita,Kunio,著者,1875-07-31,1962-08-08,https://www.aozora.gr.jp/cards/001566/files/58544_ruby_68700.zip,https://www.aozora.gr.jp/cards/001566/files/58544_68749.html,chimeino_kenkyu
58544,地名の研究,"1912, 1932, 1934, 1926, 1927, 1910, 1912, 1918, 1919, 1911, 1913, 1917",1990,1947,新字新仮名,https://www.aozora.gr.jp/cards/001566/card58544.html,1566,柳田,国男,やなぎた,くにお,Yanagita,Kunio,著者,1875-07-31,1962-08-08,https://www.aozora.gr.jp/cards/001566/files/58544_ruby_68700.zip,https://www.aozora.gr.jp/cards/001566/files/58544_68749.html,chimeino_kenkyu
53732,陳言套語,1920,2006,1920,新字新仮名,https://www.aozora.gr.jp/cards/001535/card53732.html,1535,津田,左右吉,つだ,そうきち,Tsuda,Sokichi,著者,1873-10-03,1961-12-04,https://www.aozora.gr.jp/cards/001535/files/53732_ruby_62533.zip,https://www.aozora.gr.jp/cards/001535/files/53732_62575.html,chingentogo
1416,血の文字,1892,1984,,新字新仮名,https://www.aozora.gr.jp/cards/000179/card1416.html,179,黒岩,涙香,くろいわ,るいこう,Kuroiwa,Ruiko,著者,1862-11-20,1920-10-06,https://www.aozora.gr.jp/cards/000179/files/1416_ruby_22461.zip,https://www.aozora.gr.jp/cards/000179/files/1416_23044.html,chino_moji
48068,血の盃,1926,2002,,新字新仮名,https://www.aozora.gr.jp/cards/000262/card48068.html,262,小酒井,不木,こざかい,ふぼく,Kosakai,Fuboku,著者,1890-10-08,1929-04-01,https://www.aozora.gr.jp/cards/000262/files/48068_ruby_38061.zip,https://www.aozora.gr.jp/cards/000262/files/48068_39012.html,chino_sakazuki
54029,地を掘る人達に,1918,1987,1930,新字新仮名,https://www.aozora.gr.jp/cards/001623/card54029.html,1623,百田,宗治,ももた,そうじ,Momota,Soji,著者,1893-01-25,1955-12-12,https://www.aozora.gr.jp/cards/001623/files/54029_ruby_56943.zip,https://www.aozora.gr.jp/cards/001623/files/54029_56989.html,chio_horu_hitotachini
54023,血を越えてゆく,1921,1987,1921,新字新仮名,https://www.aozora.gr.jp/cards/001622/card54023.html,1622,松本,淳三,まつもと,じゅんぞう,Matsumoto,Junzo,著者,1895-01-01,1950-10-09,https://www.aozora.gr.jp/cards/001622/files/54023_txt_57347.zip,https://www.aozora.gr.jp/cards/001622/files/54023_57395.html,chio_koete_yuku
52088,チロルの秋（一幕）,1924,1989,1927,新字旧仮名,https://www.aozora.gr.jp/cards/001154/card52088.html,1154,岸田,国士,きしだ,くにお,Kishida,Kunio,著者,1890-11-02,1954-03-05,https://www.aozora.gr.jp/cards/001154/files/52088_ruby_45537.zip,https://www.aozora.gr.jp/cards/001154/files/52088_45846.html,chiroruno_aki
44312,チロルの旅,1924,1989,1926,新字旧仮名,https://www.aozora.gr.jp/cards/001154/card44312.html,1154,岸田,国士,きしだ,くにお,Kishida,Kunio,著者,1890-11-02,1954-03-05,https://www.aozora.gr.jp/cards/001154/files/44312_ruby_20302.zip,https://www.aozora.gr.jp/cards/001154/files/44312_20519.html,chiroruno_tabi
58074,散柳窓夕栄,1913,1987,1986,新字新仮名,https://www.aozora.gr.jp/cards/001341/card58074.html,1341,永井,荷風,ながい,かふう,Nagai,Kafu,著者,1879-12-03,1959-04-30,https://www.aozora.gr.jp/cards/001341/files/58074_ruby_64882.zip,https://www.aozora.gr.jp/cards/001341/files/58074_64928.html,chiru_yanagi_madono_yubae
53934,小さい芸術,1922,2004,,新字旧仮名,https://www.aozora.gr.jp/cards/001346/card53934.html,1346,片山,広子,かたやま,ひろこ,Katayama,Hiroko,著者,1878-02-10,1957-03-19,https://www.aozora.gr.jp/cards/001346/files/53934_ruby_44977.zip,https://www.aozora.gr.jp/cards/001346/files/53934_44978.html,chisai_geijutsu
51032,小さな草と太陽,1920,1976,,新字新仮名,https://www.aozora.gr.jp/cards/001475/card51032.html,1475,小川,未明,おがわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,https://www.aozora.gr.jp/cards/001475/files/51032_ruby_46199.zip,https://www.aozora.gr.jp/cards/001475/files/51032_46243.html,chisanakusato_taiyo
52904,痴想,1921,2002,1921,新字旧仮名,https://www.aozora.gr.jp/cards/000183/card52904.html,183,牧野,信一,まきの,しんいち,Makino,Shin'ichi,著者,1896-11-12,1936-03-24,https://www.aozora.gr.jp/cards/000183/files/52904_txt_42405.zip,https://www.aozora.gr.jp/cards/000183/files/52904_42661.html,chiso
2030,地は饒なり,1918,1979,1951,新字新仮名,https://www.aozora.gr.jp/cards/000311/card2030.html,311,宮本,百合子,みやもと,ゆりこ,Miyamoto,Yuriko,著者,1899-02-13,1951-01-21,https://www.aozora.gr.jp/cards/000311/files/2030_ruby_5845.zip,https://www.aozora.gr.jp/cards/000311/files/2030_49542.html,chiwa_yutakanai
51081,千代紙の春,1923,1977,,新字新仮名,https://www.aozora.gr.jp/cards/001475/card51081.html,1475,小川,未明,おがわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,https://www.aozora.gr.jp/cards/001475/files/51081_ruby_51897.zip,https://www.aozora.gr.jp/cards/001475/files/51081_51916.html,chiyogamino_haru
48002,提灯,,2003,1923,新字旧仮名,https://www.aozora.gr.jp/cards/000154/card48002.html,154,田中,貢太郎,たなか,こうたろう,Tanaka,Kotaro,著者,1880-03-02,1941-02-01,https://www.aozora.gr.jp/cards/000154/files/48002_txt_35607.zip,https://www.aozora.gr.jp/cards/000154/files/48002_35952.html,chochin
172,樗牛の事,1919,1950,,新字新仮名,https://www.aozora.gr.jp/cards/000879/card172.html,879,芥川,竜之介,あくたがわ,りゅうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,1927-07-24,https://www.aozora.gr.jp/cards/000879/files/172_ruby_1225.zip,https://www.aozora.gr.jp/cards/000879/files/172_15218.html,chogyuno_koto
47337,一寸怪,,2007,1909,新字新仮名,https://www.aozora.gr.jp/cards/000050/card47337.html,50,泉,鏡花,いずみ,きょうか,Izumi,Kyoka,著者,1873-11-04,1939-09-07,https://www.aozora.gr.jp/cards/000050/files/47337_ruby_28455.zip,https://www.aozora.gr.jp/cards/000050/files/47337_28598.html,choito_ayashi
55483,鳥獣剥製所,1925,1975,1949,新字旧仮名,https://www.aozora.gr.jp/cards/000678/card55483.html,678,富永,太郎,とみなが,たろう,Tominaga,Taro,著者,1901-05-04,1925-11-12,https://www.aozora.gr.jp/cards/000678/files/55483_ruby_51533.zip,https://www.aozora.gr.jp/cards/000678/files/55483_51574.html,choju_hakuseijo
46552,兆民居士安くにかある,1893,1969,,新字旧仮名,https://www.aozora.gr.jp/cards/000157/card46552.html,157,北村,透谷,きたむら,とうこく,Kitamura,Tokoku,著者,1868-12-29,1894-05-16,https://www.aozora.gr.jp/cards/000157/files/46552_ruby_28338.zip,https://www.aozora.gr.jp/cards/000157/files/46552_28822.html,chomin_koji
1769,蝶を夢む,"1917, 1917, 1917, 1917, 1917, 1917, 1922, 1921, 1918, 1917, 1917, 1915, 1922, 1922, 1922, 1922, 1922, 1918, 1922, 1922, 1923, 1921, 1922, 1915, 1922, 1922, 1922, 1922, 1921, 1923, 1915, 1915, 1915, 1915, 1914, 1915, 1915, 1915, 1915, 1915, 1915, 1914, 1914, 1914, 1915, 1917, 1915, 1914, 1914, 1914, 1914, 1915, 1915, 1915, 1915, 1915",1975,1924,旧字旧仮名,https://www.aozora.gr.jp/cards/000067/card1769.html,67,萩原,朔太郎,はぎわら,さくたろう,Hagiwara,Sakutaro,著者,1886-11-01,1942-05-11,https://www.aozora.gr.jp/cards/000067/files/1769_ruby_18601.zip,https://www.aozora.gr.jp/cards/000067/files/1769_18739.html,choo_yumemu
49813,長吏名称考,1919,2008,,新字新仮名,https://www.aozora.gr.jp/cards/001344/card49813.html,1344,喜田,貞吉,きた,さだきち,Kita,Sadakichi,著者,1871-07-11,1939-07-03,https://www.aozora.gr.jp/cards/001344/files/49813_ruby_43428.zip,https://www.aozora.gr.jp/cards/001344/files/49813_44335.html,chori_meishoko
55377,朝鮮の友に贈る書,1920,1984,,新字新仮名,https://www.aozora.gr.jp/cards/001520/card55377.html,1520,柳,宗悦,やなぎ,むねよし,Yanagi,Muneyoshi,著者,1889-03-21,1961-05-03,https://www.aozora.gr.jp/cards/001520/files/55377_ruby_48457.zip,https://www.aozora.gr.jp/cards/001520/files/55377_48458.html,chosenno_tomoni_okuru_sho
51075,ちょうと怒濤,1922,1977,,新字新仮名,https://www.aozora.gr.jp/cards/001475/card51075.html,1475,小川,未明,おがわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,https://www.aozora.gr.jp/cards/001475/files/51075_ruby_52709.zip,https://www.aozora.gr.jp/cards/001475/files/51075_52752.html,choto_doto
51019,ちょうと三つの石,1921,1976,,新字新仮名,https://www.aozora.gr.jp/cards/001475/card51019.html,1475,小川,未明,おがわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,https://www.aozora.gr.jp/cards/001475/files/51019_ruby_46868.zip,https://www.aozora.gr.jp/cards/001475/files/51019_47959.html,choto_mittsuno_ishi
44938,チユウちやんのおたんじやう日,1926,1978,1925,新字旧仮名,https://www.aozora.gr.jp/cards/001172/card44938.html,1172,村山,籌子,むらやま,かずこ,Murayama,Kazuko,著者,1903-11-07,1946-08-04,https://www.aozora.gr.jp/cards/001172/files/44938_ruby_41698.zip,https://www.aozora.gr.jp/cards/001172/files/44938_42156.html,chuchanno_otanjobi
173,忠義,1917,1986,"1971, 1971",新字新仮名,https://www.aozora.gr.jp/cards/000879/card173.html,879,芥川,竜之介,あくたがわ,りゅうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,1927-07-24,https://www.aozora.gr.jp/cards/000879/files/173_ruby_837.zip,https://www.aozora.gr.jp/cards/000879/files/173_15216.html,chugi
48325,中宮寺の春,,1993,1926,新字旧仮名,https://www.aozora.gr.jp/cards/000150/card48325.html,150,薄田,泣菫,すすきだ,きゅうきん,Susukida,Kyukin,著者,1877-05-19,1945-10-09,https://www.aozora.gr.jp/cards/000150/files/48325_ruby_30630.zip,https://www.aozora.gr.jp/cards/000150/files/48325_31494.html,chugujino_haru
1927,注文の多い料理店,1924,1986,,新字旧仮名,https://www.aozora.gr.jp/cards/000081/card1927.html,81,宮沢,賢治,みやざわ,けんじ,Miyazawa,Kenji,著者,1896-08-27,1933-09-21,https://www.aozora.gr.jp/cards/000081/files/1927_ruby_17835.zip,https://www.aozora.gr.jp/cards/000081/files/1927_17906.html,chumonno_oi_ryoriten
43754,注文の多い料理店,1924,1990,,新字新仮名,https://www.aozora.gr.jp/cards/000081/card43754.html,81,宮沢,賢治,みやざわ,けんじ,Miyazawa,Kenji,著者,1896-08-27,1933-09-21,https://www.aozora.gr.jp/cards/000081/files/43754_ruby_17594.zip,https://www.aozora.gr.jp/cards/000081/files/43754_17659.html,chumonno_oi_ryoriten
43735,『注文の多い料理店』序,1924,1986,,新字旧仮名,https://www.aozora.gr.jp/cards/000081/card43735.html,81,宮沢,賢治,みやざわ,けんじ,Miyazawa,Kenji,著者,1896-08-27,1933-09-21,https://www.aozora.gr.jp/cards/000081/files/43735_ruby_17837.zip,https://www.aozora.gr.jp/cards/000081/files/43735_17908.html,chumonno_oi_ryoriten_jo
43736,『注文の多い料理店』序,1924,1990,,新字新仮名,https://www.aozora.gr.jp/cards/000081/card43736.html,81,宮沢,賢治,みやざわ,けんじ,Miyazawa,Kenji,著者,1896-08-27,1933-09-21,https://www.aozora.gr.jp/cards/000081/files/43736_ruby_17601.zip,https://www.aozora.gr.jp/cards/000081/files/43736_17656.html,chumonno_oi_ryoriten_jo
60077,中央亭騒動事件（実録）,1926,1976,1926,旧字旧仮名,https://www.aozora.gr.jp/cards/000067/card60077.html,67,萩原,朔太郎,はぎわら,さくたろう,Hagiwara,Sakutaro,著者,1886-11-01,1942-05-11,https://www.aozora.gr.jp/cards/000067/files/60077_ruby_70928.zip,https://www.aozora.gr.jp/cards/000067/files/60077_70978.html,chuotei_sodo_jiken_jitsuroku
51748,チューリップの芽,1924,1977,1924,新字新仮名,https://www.aozora.gr.jp/cards/001475/card51748.html,1475,小川,未明,おがわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,https://www.aozora.gr.jp/cards/001475/files/51748_ruby_67958.zip,https://www.aozora.gr.jp/cards/001475/files/51748_68001.html,churippuno_me
31,偸盗,1917,1960,"1954, 1955",新字新仮名,https://www.aozora.gr.jp/cards/000879/card31.html,879,芥川,竜之介,あくたがわ,りゅうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,1927-07-24,https://www.aozora.gr.jp/cards/000879/files/31_ruby_584.zip,https://www.aozora.gr.jp/cards/000879/files/31_15217.html,chuto
56650,Ｄ坂の殺人事件,1925,2004,1932,新字新仮名,https://www.aozora.gr.jp/cards/001779/card56650.html,1779,江戸川,乱歩,えどがわ,らんぽ,Edogawa,Ranpo,著者,1894-10-21,1965-07-28,https://www.aozora.gr.jp/cards/001779/files/56650_ruby_58200.zip,https://www.aozora.gr.jp/cards/001779/files/56650_58209.html,d_zakano_satsujin_jiken
32,大導寺信輔の半生,1925,1987,1978,新字新仮名,https://www.aozora.gr.jp/cards/000879/card32.html,879,芥川,竜之介,あくたがわ,りゅうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,1927-07-24,https://www.aozora.gr.jp/cards/000879/files/32_ruby_615.zip,https://www.aozora.gr.jp/cards/000879/files/32_14481.html,daidoji_shinsuke
46672,大導寺信輔の半生,1925,1996,1925,新字旧仮名,https://www.aozora.gr.jp/cards/000879/card46672.html,879,芥川,竜之介,あくたがわ,りゅうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,1927-07-24,https://www.aozora.gr.jp/cards/000879/files/46672_ruby_34129.zip,https://www.aozora.gr.jp/cards/000879/files/46672_34485.html,daidojishinsukeno_hansei
18401,だいがくの研究,1918,1995,1929,新字旧仮名,https://www.aozora.gr.jp/cards/000933/card18401.html,933,折口,信夫,おりくち,しのぶ,Orikuchi,Shinobu,著者,1887-02-11,1953-09-03,https://www.aozora.gr.jp/cards/000933/files/18401_ruby_26700.zip,https://www.aozora.gr.jp/cards/000933/files/18401_26706.html,daigakuno_kenkyu
52978,大根とダイヤモンドの話,1923,1977,1924,新字新仮名,https://www.aozora.gr.jp/cards/001475/card52978.html,1475,小川,未明,おがわ,みめい,Ogawa,Mimei,著者,1882-04-07,1961-05-11,https://www.aozora.gr.jp/cards/001475/files/52978_ruby_72450.zip,https://www.aozora.gr.jp/cards/001475/files/52978_72490.html,daikonto_daiyamondono_hanashi
49212,大叫喚,,2007,1909,新字新仮名,https://www.aozora.gr.jp/cards/001353/card49212.html,1353,岩村,透,いわむら,とおる,Iwamura,Toru,著者,1870-02-25,1917-08-17,https://www.aozora.gr.jp/cards/001353/files/49212_ruby_32177.zip,https://www.aozora.gr.jp/cards/001353/files/49212_33031.html,daikyokan
55747,第二真珠抄,1915,1985,1930,新字旧仮名,https://www.aozora.gr.jp/cards/000106/card55747.html,106,北原,白秋,きたはら,はくしゅう,Kitahara,Hakushu,著者,1885-01-25,1942-11-02,https://www.aozora.gr.jp/cards/000106/files/55747_ruby_60451.zip,https://www.aozora.gr.jp/cards/000106/files/55747_60495.html,daini_shinju_sho
47565,第二の接吻,1925,2002,1925,新字新仮名,https://www.aozora.gr.jp/cards/000083/card47565.html,83,菊池,寛,きくち,かん,Kikuchi,Kan,著者,1888-12-26,1948-03-06,https://www.aozora.gr.jp/cards/000083/files/47565_ruby_72756.zip,https://www.aozora.gr.jp/cards/000083/files/47565_72808.html,dainino_seppun
58109,大戦乱後の国際平和,"1915, 1915",2016,1919,新字新仮名,https://www.aozora.gr.jp/cards/001879/card58109.html,1879,大隈,重信,おおくま,しげのぶ,Okuma,Shigenobu,著者,1838-03-11,1922-01-10,https://www.aozora.gr.jp/cards/001879/files/58109_ruby_68718.zip,https://www.aozora.gr.jp/cards/001879/files/58109_68767.html,daisenran_gono_kokusai_heiwa
4284,大震火災記,1923,1996,1975,新字新仮名,https://www.aozora.gr.jp/cards/000107/card4284.html,107,鈴木,三重吉,すずき,みえきち,Suzuki,Miekichi,著者,1882-09-29,1936-06-27,https://www.aozora.gr.jp/cards/000107/files/4284_ruby_5496.zip,https://www.aozora.gr.jp/cards/000107/files/4284_6940.html,daishin_kasaiki
42686,大師の時代,,1913,,旧字旧仮名,https://www.aozora.gr.jp/cards/001096/card42686.html,1096,榊,亮三郎,さかき,りょうざぶろう,Sakaki,Ryozaburo,著者,1872-04-05,1946-08-24,https://www.aozora.gr.jp/cards/001096/files/42686_ruby_29726.zip,https://www.aozora.gr.jp/cards/001096/files/42686_30448.html,daishino_jidai
2612,大師の入唐,1921,1968,1927,旧字旧仮名,https://www.aozora.gr.jp/cards/000372/card2612.html,372,桑原,隲蔵,くわばら,じつぞう,Kuwabara,Jitsuzo,著者,1871-01-27,1931-05-24,https://www.aozora.gr.jp/cards/000372/files/2612_ruby_1865.zip,https://www.aozora.gr.jp/cards/000372/files/2612_14882.html,daishino_nitto
58447,大唐田または唐干田という地名,1914,1990,1962,新字新仮名,https://www.aozora.gr.jp/cards/001566/card58447.html,1566,柳田,国男,やなぎた,くにお,Yanagita,Kunio,著者,1875-07-31,1962-08-08,https://www.aozora.gr.jp/cards/001566/files/58447_ruby_69941.zip,https://www.aozora.gr.jp/cards/001566/files/58447_69994.html,daitoda_matawa_toboshidato_iu_chimei
58092,第四階級の文学,1920,2015,1920,新字新仮名,https://www.aozora.gr.jp/cards/001905/card58092.html,1905,中野,秀人,なかの,ひでと,Nakano,Hideto,著者,1898-05-17,1966-05-13,https://www.aozora.gr.jp/cards/001905/files/58092_ruby_60645.zip,https://www.aozora.gr.jp/cards/001905/files/58092_60646.html,daiyonkaikyuno_bungaku
33,第四の夫から,1924,1987,"1971, 1971",新字新仮名,https://www.aozora.gr.jp/cards/000879/card33.html,879,芥川,竜之介,あくたがわ,りゅうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,1927-07-24,https://www.aozora.gr.jp/cards/000879/files/33_ruby_1079.zip,https://www.aozora.gr.jp/cards/000879/files/33_15213.html,daiyonno_ottokara
48918,脱却の工夫,1917,1995,1918,新字旧仮名,https://www.aozora.gr.jp/cards/000214/card48918.html,214,田山,花袋,たやま,かたい,Tayama,Katai,著者,1872-01-22,1930-05-13,https://www.aozora.gr.jp/cards/000214/files/48918_ruby_69258.zip,https://www.aozora.gr.jp/cards/000214/files/48918_69310.html,dakkyakuno_kufu
48918,脱却の工夫,1917,1995,1918,新字旧仮名,https://www.aozora.gr.jp/cards/000214/card48918.html,1416,田山,録弥,たやま,ろくや,Tayama,Rokuya,著者,1872-01-22,1930-05-13,https://www.aozora.gr.jp/cards/000214/files/48918_ruby_69258.zip,https://www.aozora.gr.jp/cards/000214/files/48918_69310.html,dakkyakuno_kufu
